Time,Pokémon,Anpanman,Hello Kitty,Pac-Man,Space Invaders,Dragon Ball,Street Fighter,Rilakkuma,Monster Strike,Demon Slayer: Kimetsu no Yaiba,Super Mario,Power Rangers,Ultraman,Sonic the Hedgehog,Fate/stay night,Yu-Gi-Oh!,Gundam,Beyblade,Gran Turismo,Hamtaro,Astro Boy,Godzilla,Sailor Moon,Kumamon,Yo-Kai Watch,Resident Evil,Neon Genesis Evangelion,Star Wars,Disney Princess,Barbie,Marvel Comics,Harry Potter,Call of Duty,Bruce Wayne,Cars,Candy Crush Saga,Looney Tunes,Teenage Mutant Ninja Turtles,SpongeBob SquarePants,The Lion King,Dora the Explorer,PAW Patrol,Toy Story,Peanuts,The Avengers,Frozen,World of Warcraft,Despicable Me,Star Trek,Jurassic Park,Grand Theft Auto,James Bond,Angry Birds
1/1/2004,0,0,5,8,0,31,4,0,0,0,22,2,0,8,1,9,4,1,6,2,1,1,6,0,0,11,5,11,1,17,3,23,18,4,1,0,5,0,13,8,3,0,1,0,0,0,10,0,3,1,19,3,0
2/1/2004,0,0,5,8,0,28,4,0,0,0,19,3,0,11,2,9,3,1,5,2,0,1,6,0,0,9,5,10,1,17,3,20,15,3,1,0,5,0,13,9,2,0,1,1,0,0,8,0,3,1,16,3,0
3/1/2004,0,0,5,8,0,28,4,0,0,0,20,3,0,9,1,11,3,1,5,2,1,1,6,0,0,10,6,11,1,17,3,20,13,4,1,0,5,0,13,8,2,0,1,0,0,0,9,0,3,1,17,3,0
4/1/2004,0,0,5,9,0,26,4,0,0,0,20,3,0,9,1,11,3,1,4,2,1,1,6,0,0,12,5,11,1,17,3,21,12,4,1,0,5,0,12,7,2,0,1,0,0,0,9,0,3,1,14,2,0
5/1/2004,0,0,4,9,0,25,4,0,0,0,20,3,0,8,1,10,4,0,5,1,0,1,6,0,0,10,4,10,1,16,3,31,10,3,1,0,4,0,12,7,2,0,1,0,0,0,9,0,3,1,16,2,0
6/1/2004,0,0,4,9,0,24,4,0,0,0,21,3,0,7,1,8,3,0,5,1,1,1,6,0,0,9,4,10,1,17,3,52,10,3,0,0,4,0,11,7,2,0,1,0,0,0,9,0,3,1,18,2,0
7/1/2004,0,0,5,8,0,24,4,0,0,0,23,3,0,8,1,7,3,0,5,1,1,1,7,0,0,11,4,11,1,19,5,31,10,4,0,0,4,0,12,7,2,0,1,0,0,0,11,0,3,1,19,2,0
8/1/2004,0,0,5,8,0,23,4,0,0,0,20,3,0,7,1,8,4,0,4,1,0,1,7,0,0,13,4,11,1,19,3,24,10,5,0,0,4,0,12,7,2,0,1,0,0,0,11,0,3,1,20,3,0
9/1/2004,0,0,5,8,0,22,4,0,0,0,20,3,0,6,0,8,3,0,5,1,0,1,6,0,0,21,4,20,1,17,3,18,14,5,0,0,3,0,11,7,2,0,1,0,0,0,12,0,3,1,20,3,0
10/1/2004,0,0,6,9,0,23,4,0,0,0,23,3,0,7,0,8,3,0,5,1,0,1,5,0,0,18,4,16,1,21,3,19,14,4,0,0,3,0,14,7,2,0,1,0,0,0,12,0,3,1,37,2,0
11/1/2004,0,0,6,10,0,24,4,0,0,0,24,3,0,7,0,8,3,0,5,1,0,2,5,0,0,12,3,20,1,23,2,20,12,4,1,0,4,0,18,8,3,0,1,0,0,0,31,0,3,1,42,3,0
12/1/2004,0,0,6,11,0,26,4,0,0,0,27,3,1,8,0,6,3,0,7,1,0,2,5,0,0,11,4,15,1,26,3,25,16,4,1,0,4,0,20,8,3,0,1,0,0,0,38,0,3,1,32,3,0
1/1/2005,0,0,6,9,0,24,3,0,0,0,25,3,0,7,0,5,3,0,9,1,0,1,5,0,0,15,3,13,1,21,3,19,13,4,1,0,3,0,18,7,2,0,1,0,0,0,44,0,3,1,25,3,0
2/1/2005,0,0,6,10,0,24,3,0,0,0,26,3,0,7,0,5,3,0,12,1,0,1,5,0,0,13,3,14,1,22,3,16,11,4,1,0,3,0,19,7,3,0,1,0,0,0,59,0,3,1,20,3,0
3/1/2005,0,0,5,10,0,24,3,0,0,0,27,3,0,7,0,5,3,0,21,1,0,1,5,0,0,13,3,26,1,21,3,16,11,4,1,0,3,0,16,6,2,0,1,0,0,0,57,0,3,1,18,2,0
4/1/2005,0,0,5,10,0,24,3,0,0,0,26,3,0,7,1,5,3,0,10,1,0,1,5,0,0,11,3,33,1,22,3,17,9,4,1,0,3,0,14,6,2,0,1,0,0,0,56,0,2,1,16,3,0
5/1/2005,0,0,6,10,0,23,3,0,0,0,24,3,0,6,1,5,3,0,7,1,0,1,5,0,0,9,3,98,1,21,2,20,9,5,1,0,3,0,12,6,2,0,1,0,0,0,59,0,3,1,16,2,0
6/1/2005,0,0,6,10,0,24,3,0,0,0,25,3,0,6,0,4,3,0,5,1,0,1,5,0,0,8,3,51,1,22,3,22,7,14,1,0,3,0,13,6,2,0,1,0,0,0,62,0,2,1,40,2,0
7/1/2005,0,0,6,10,0,24,4,0,0,0,24,4,0,7,1,4,4,0,5,1,0,1,5,0,0,9,3,25,1,25,3,55,8,9,1,0,3,0,12,7,3,0,1,0,0,0,66,0,2,1,42,2,0
8/1/2005,0,0,6,9,0,22,3,0,0,0,23,5,0,6,1,4,4,0,4,1,0,1,5,0,0,9,3,18,1,26,3,29,8,6,1,0,3,0,11,6,3,0,1,0,0,0,65,0,2,1,28,3,0
9/1/2005,0,0,5,9,0,21,3,0,0,0,21,4,0,6,0,4,3,0,3,1,0,1,4,0,0,8,3,16,1,24,3,22,9,5,1,0,3,0,11,6,2,0,1,0,0,0,63,0,2,1,21,2,0
10/1/2005,0,0,6,10,0,25,3,0,0,0,23,4,0,6,0,4,3,0,3,1,0,1,4,0,0,9,3,17,1,28,3,30,12,7,1,0,3,0,12,6,3,0,1,0,0,0,61,0,2,1,21,4,0
11/1/2005,0,0,6,10,0,23,3,0,0,0,23,4,0,7,1,3,3,0,3,1,0,1,4,0,0,14,3,21,1,30,2,57,19,6,1,0,3,0,12,6,3,0,1,0,0,0,61,0,2,1,20,3,0
12/1/2005,0,0,6,12,0,23,4,0,0,0,28,5,0,8,1,3,2,0,3,1,0,1,4,0,0,14,3,20,2,35,3,40,19,5,1,0,3,0,12,7,3,0,1,0,0,0,65,0,2,1,21,3,0
1/1/2006,0,0,5,10,0,21,4,0,0,0,25,4,0,7,1,3,2,0,3,1,0,1,4,0,0,12,3,16,1,30,3,25,14,5,1,0,2,0,10,6,3,0,1,0,0,0,72,0,2,1,19,3,0
2/1/2006,0,0,5,10,0,21,4,0,0,0,24,4,0,8,1,3,2,0,3,1,0,1,4,0,0,10,3,14,1,30,3,20,11,5,1,0,2,0,11,6,3,0,1,0,0,0,64,0,2,1,18,3,0
3/1/2006,0,0,5,10,0,21,3,0,0,0,24,5,0,8,1,3,2,0,2,1,0,1,4,0,0,9,3,14,1,29,3,19,9,5,1,0,2,0,11,6,3,0,1,0,0,0,65,0,2,1,17,2,0
4/1/2006,0,0,5,10,0,21,3,0,0,0,26,5,0,8,2,4,2,0,2,1,0,1,4,0,0,9,3,14,1,32,3,18,10,5,1,0,2,0,10,5,3,0,1,0,0,0,64,0,2,1,16,2,0
5/1/2006,0,0,5,10,0,21,3,0,0,0,27,5,0,7,1,4,2,0,3,1,0,1,4,0,0,8,3,12,1,29,3,15,9,5,3,0,2,0,10,5,2,0,1,0,0,0,66,0,2,1,16,2,0
6/1/2006,0,0,5,10,0,22,4,0,0,0,29,5,0,7,2,4,2,0,2,1,0,1,4,0,0,9,3,12,1,31,4,16,8,5,13,0,2,0,10,5,2,0,1,0,0,0,75,0,2,1,18,2,0
7/1/2006,0,0,5,11,0,23,4,0,0,0,32,5,0,8,1,4,2,0,3,1,0,1,4,0,0,9,2,11,1,33,3,16,9,5,12,0,2,0,9,5,3,0,1,0,0,0,74,0,2,1,22,2,0
8/1/2006,0,0,5,11,0,22,4,0,0,0,30,5,0,7,1,3,2,0,3,1,0,1,4,0,0,9,2,11,1,33,3,14,9,5,9,0,2,0,10,5,3,0,1,0,0,0,77,0,2,1,19,2,0
9/1/2006,0,0,5,9,0,25,3,0,0,0,28,4,0,7,1,4,2,0,2,1,0,1,4,0,0,8,2,14,1,34,3,13,8,5,7,0,2,0,10,5,3,0,1,0,0,0,72,0,2,1,17,2,0
10/1/2006,0,0,5,11,0,26,3,0,0,0,28,5,0,7,1,3,2,0,2,0,0,1,3,0,0,7,2,13,2,36,3,14,9,5,5,0,2,0,10,5,3,0,1,0,0,0,76,0,2,1,17,3,0
11/1/2006,0,0,5,12,0,28,3,0,0,0,30,5,0,8,1,3,2,0,3,0,0,1,3,0,0,7,2,12,2,35,3,17,12,5,8,0,2,0,11,5,3,0,1,0,0,0,74,0,2,1,17,9,0
12/1/2006,0,0,6,13,0,29,3,0,0,0,36,5,0,9,1,3,2,0,3,0,0,1,3,0,0,8,2,13,2,40,3,20,13,5,7,0,2,0,11,5,3,0,1,0,0,0,100,0,2,1,19,6,0
1/1/2007,0,0,5,11,0,24,3,0,0,0,34,4,0,7,1,2,2,0,3,0,0,1,3,0,0,8,2,11,1,37,3,17,10,4,6,0,2,0,10,4,3,0,1,0,0,0,95,0,2,1,19,4,0
2/1/2007,0,0,5,11,0,27,3,0,0,0,35,5,0,8,1,3,1,0,2,1,0,1,3,0,0,12,2,11,1,40,3,17,9,5,5,0,2,0,11,4,3,0,1,0,0,0,84,0,2,1,18,3,0
3/1/2007,0,0,5,11,0,29,3,0,0,0,34,4,0,8,1,3,2,0,3,1,0,1,3,0,0,11,2,10,2,39,3,14,8,4,4,0,2,0,9,4,3,0,1,0,0,0,76,0,2,1,20,3,0
4/1/2007,0,0,5,11,0,30,3,0,0,0,37,5,0,8,1,3,2,0,2,0,0,1,3,0,0,10,2,10,1,40,3,16,8,5,4,0,2,0,10,4,3,0,1,0,0,0,83,0,2,1,20,2,0
5/1/2007,0,0,5,11,0,31,3,0,0,0,38,4,0,8,1,3,2,0,2,0,0,1,3,0,0,10,2,11,1,37,4,18,8,5,3,0,2,0,10,4,3,0,1,0,0,0,81,0,2,1,18,2,0
6/1/2007,0,0,5,12,0,36,3,0,0,0,41,5,0,8,1,3,2,0,3,0,0,1,4,0,0,11,2,12,1,40,4,24,8,5,3,0,2,0,12,4,3,0,1,0,0,0,83,0,1,1,21,2,0
7/1/2007,0,0,6,12,0,32,3,0,0,0,45,5,0,8,1,3,2,0,3,0,0,1,4,0,0,14,2,11,1,42,3,100,9,5,3,0,2,0,13,4,3,0,1,0,0,0,84,0,2,1,26,2,0
8/1/2007,0,0,6,10,0,33,3,0,0,0,41,5,0,8,1,3,2,0,3,0,0,1,4,0,0,13,2,9,1,42,3,32,9,5,3,0,2,0,12,4,3,0,1,0,0,0,85,0,2,1,23,2,0
9/1/2007,0,0,6,11,0,34,3,0,0,0,39,5,0,8,1,3,2,0,3,0,0,1,3,0,0,17,3,9,1,40,3,17,9,5,3,0,1,0,12,5,3,0,1,0,0,0,77,0,1,1,21,2,0
10/1/2007,0,0,6,12,0,31,4,0,0,0,41,5,0,8,1,3,2,0,3,0,0,1,3,0,0,16,2,9,1,41,3,16,12,5,3,0,2,0,12,6,3,0,1,0,0,0,77,0,2,1,20,2,0
11/1/2007,0,0,6,12,0,32,3,0,0,0,49,5,0,8,1,3,2,0,3,0,0,1,3,0,0,14,2,11,2,41,3,16,30,5,3,0,2,0,13,5,3,0,1,0,0,0,79,0,1,1,20,2,0
12/1/2007,0,0,7,13,0,35,4,0,0,0,56,5,0,10,1,3,2,0,4,0,0,1,3,0,0,13,2,12,2,51,3,16,29,6,3,0,2,0,14,6,4,0,1,0,0,0,89,0,1,1,25,2,0
1/1/2008,0,0,6,12,0,31,4,0,0,0,50,5,0,10,1,2,2,0,3,0,0,1,3,0,0,12,2,10,1,41,3,14,22,7,3,0,1,0,12,5,3,0,1,0,0,0,87,0,2,1,25,3,0
2/1/2008,0,0,6,12,0,32,4,0,0,0,49,5,0,10,1,2,2,0,3,0,0,1,3,0,0,10,2,10,2,41,3,12,21,6,3,0,1,0,13,5,3,0,1,0,0,0,86,0,2,1,25,2,0
3/1/2008,0,0,6,12,0,33,4,0,0,0,49,5,0,10,1,3,2,0,5,0,0,1,3,0,0,10,2,10,1,40,3,12,19,5,3,0,1,0,13,5,3,0,1,0,0,0,90,0,1,1,25,2,0
4/1/2008,0,0,6,10,0,31,3,0,0,0,49,5,0,9,1,3,2,0,5,0,0,1,3,0,0,8,2,10,1,35,3,10,16,5,2,0,1,0,12,4,3,0,1,0,0,0,81,0,1,1,40,2,0
5/1/2008,0,0,6,11,0,34,3,0,0,0,49,5,0,9,1,3,2,0,3,0,0,1,3,0,0,9,2,10,1,37,4,11,14,6,2,0,1,0,12,4,3,0,1,0,1,0,81,0,1,1,60,2,0
6/1/2008,0,0,6,11,0,37,4,0,0,0,50,5,0,10,1,3,2,0,3,0,0,1,3,0,0,9,2,9,1,37,4,11,17,7,3,0,1,0,12,4,3,0,1,0,1,0,85,0,1,1,37,2,0
7/1/2008,0,0,6,10,0,40,4,0,0,0,54,5,0,10,1,3,2,0,3,0,0,1,3,0,0,11,2,10,1,37,4,12,15,22,3,0,1,0,14,4,3,0,1,0,1,0,90,0,1,1,33,2,0
8/1/2008,0,0,6,10,0,37,4,0,0,0,57,5,0,11,1,3,2,0,3,0,0,1,3,0,0,11,2,12,2,37,3,12,15,17,3,0,1,0,15,4,3,0,1,0,0,0,85,0,1,1,31,2,0
9/1/2008,0,0,6,10,0,34,4,0,0,0,50,4,0,10,1,2,2,0,2,0,0,1,3,0,0,9,1,14,1,34,3,9,15,10,3,0,1,0,13,4,3,0,1,0,0,0,75,0,1,1,26,2,0
10/1/2008,0,0,6,11,0,33,4,0,0,0,49,5,0,9,1,2,2,0,2,0,0,1,3,0,0,9,1,12,2,34,3,9,18,8,3,0,1,0,14,4,3,0,1,0,1,0,88,0,1,1,26,4,0
11/1/2008,0,0,7,12,0,32,4,0,0,0,52,5,0,11,1,2,2,0,2,0,0,1,2,0,0,9,1,12,2,35,3,11,34,7,3,0,1,0,15,5,3,0,1,0,1,0,91,0,2,1,27,9,0
12/1/2008,0,0,8,12,0,35,5,0,0,0,62,4,0,14,1,2,2,0,3,0,0,1,2,0,0,14,1,12,2,42,3,12,27,10,3,0,1,0,15,5,3,0,1,0,0,0,95,0,2,1,48,4,0
1/1/2009,0,0,7,11,0,29,6,0,0,0,64,5,0,12,1,2,2,0,3,0,0,1,2,0,0,13,1,11,1,36,3,10,24,8,3,0,1,0,16,4,3,0,1,0,0,0,88,0,2,1,37,3,0
2/1/2009,0,0,7,11,0,28,18,0,0,0,63,5,0,11,1,2,2,0,2,0,0,1,2,0,0,15,2,11,1,36,3,8,21,8,3,0,1,0,17,4,3,0,1,0,0,0,79,0,2,1,33,2,0
3/1/2009,0,0,7,11,0,34,13,0,0,0,62,4,0,11,1,2,2,0,2,0,0,1,2,0,0,28,1,11,2,35,3,9,20,7,3,0,1,0,17,4,4,0,1,0,0,0,74,0,2,1,29,2,0
4/1/2009,0,0,7,11,0,39,8,0,0,0,70,5,0,12,1,2,2,0,2,0,0,1,2,0,0,20,2,11,2,34,3,8,16,6,3,0,1,0,21,4,3,0,1,0,0,0,78,0,3,1,29,2,0
5/1/2009,0,0,7,12,0,30,7,0,0,0,72,5,0,12,1,2,2,0,2,0,0,1,3,0,0,15,2,11,2,32,4,9,18,6,3,0,1,0,21,4,3,0,1,0,0,0,73,0,10,1,29,2,0
6/1/2009,0,0,7,11,0,27,7,0,0,0,76,5,0,12,1,2,2,0,3,0,0,1,3,0,0,13,2,10,2,33,3,11,17,6,3,0,1,0,21,4,3,0,1,0,0,0,72,0,3,1,30,2,0
7/1/2009,0,0,7,11,0,27,13,0,0,0,82,5,0,13,1,2,3,0,3,0,0,1,3,0,0,14,3,10,2,39,3,34,18,6,3,0,1,0,27,4,4,0,1,0,0,0,75,0,2,1,33,2,0
8/1/2009,0,0,8,10,0,28,9,0,0,0,82,5,0,13,1,2,3,0,3,0,0,1,3,0,0,14,2,10,2,39,3,16,19,8,3,0,1,0,27,4,4,0,1,0,0,0,87,0,2,1,35,2,0
9/1/2009,0,0,7,10,0,25,7,0,0,0,78,4,0,11,1,2,2,0,5,0,0,1,2,0,0,17,1,9,2,34,4,9,18,9,2,0,1,0,23,4,4,0,1,0,0,0,70,0,2,1,29,2,0
10/1/2009,0,0,8,11,0,26,6,0,0,0,76,4,0,12,1,2,2,0,6,0,1,1,3,0,0,15,1,11,2,36,3,9,19,8,3,0,1,0,24,5,4,0,2,0,0,0,69,0,2,1,29,2,0
11/1/2009,0,0,9,11,0,25,5,0,0,0,84,4,0,11,1,1,2,0,4,0,1,1,2,0,0,12,1,12,2,36,2,9,42,7,3,0,1,0,25,5,4,0,1,0,0,0,62,0,2,1,29,2,0
12/1/2009,0,0,9,11,0,28,6,0,0,0,97,4,1,13,1,2,2,0,4,0,1,1,2,0,0,14,1,12,2,43,2,10,31,7,4,0,1,0,28,5,5,0,1,0,0,0,74,0,2,1,33,2,0
1/1/2010,0,0,8,10,0,23,6,0,0,0,98,5,0,12,1,1,2,0,4,0,1,1,2,0,0,13,1,11,2,37,3,8,26,7,3,0,1,0,28,4,5,0,1,0,0,0,68,0,2,1,34,2,0
2/1/2010,0,0,8,10,0,22,6,0,0,0,90,4,0,13,1,1,2,0,3,0,1,1,2,0,0,12,1,11,2,35,2,8,22,7,3,0,1,0,29,5,5,0,1,0,0,0,66,0,2,1,31,2,0
3/1/2010,0,0,8,10,0,22,6,0,0,0,88,4,0,13,1,1,2,0,3,0,1,1,3,0,0,11,1,10,2,34,3,7,19,6,3,0,1,0,28,5,5,0,2,0,0,0,63,0,1,1,27,2,0
4/1/2010,0,0,8,10,0,23,7,0,0,0,83,4,0,12,1,2,2,0,3,0,0,1,2,0,0,11,1,10,2,36,3,7,19,6,3,0,1,0,31,5,5,0,2,0,0,0,61,0,1,1,30,2,0
5/1/2010,0,0,8,60,0,23,8,0,0,0,90,4,0,12,1,2,2,0,3,0,0,1,2,0,0,11,2,11,2,36,3,7,22,7,3,0,1,0,28,5,5,0,2,0,1,0,61,0,1,1,29,2,1
6/1/2010,0,0,7,26,0,23,6,0,0,0,96,4,0,12,1,2,2,0,3,0,0,1,2,0,0,11,2,9,2,37,3,10,19,7,3,0,1,0,31,4,6,0,6,0,0,0,62,1,1,1,31,1,1
7/1/2010,0,0,7,17,0,23,6,0,0,0,100,4,1,13,1,2,2,0,3,0,0,1,2,0,0,12,2,9,2,40,3,11,17,7,3,0,1,0,31,4,6,0,7,0,1,0,62,7,1,1,32,2,1
8/1/2010,0,0,8,15,0,22,6,0,0,0,90,4,1,12,1,2,2,0,4,0,0,1,2,0,0,12,1,10,2,36,3,9,21,7,3,0,1,0,27,4,6,0,5,0,1,0,56,4,1,1,31,2,1
9/1/2010,0,0,7,15,0,20,5,0,0,0,80,3,0,10,1,2,2,0,4,0,0,1,2,0,0,22,1,10,2,32,2,9,19,6,3,0,1,0,27,4,6,0,3,0,1,1,53,3,1,1,27,2,2
10/1/2010,0,0,8,15,0,20,4,0,0,0,79,3,0,11,1,2,2,1,5,0,0,1,2,0,0,15,1,10,2,33,3,11,21,7,3,0,1,0,28,4,6,0,3,0,1,1,59,5,1,1,26,2,3
11/1/2010,0,0,9,14,0,22,4,0,0,0,80,4,1,12,1,2,2,1,15,0,0,1,4,0,0,11,1,10,2,34,2,29,50,7,3,0,1,0,28,6,6,0,4,0,1,0,55,4,1,1,24,2,4
12/1/2010,0,0,10,15,0,21,5,0,0,0,94,4,1,13,0,2,2,1,14,0,0,1,3,0,0,12,1,12,2,41,3,17,33,8,3,0,2,0,32,5,7,0,4,0,1,1,80,5,1,1,30,2,6
1/1/2011,0,0,9,13,0,20,4,0,0,0,91,4,1,11,1,1,2,1,8,0,0,1,2,0,0,12,1,10,2,34,3,11,28,8,3,0,1,0,29,5,6,0,3,0,1,1,58,4,1,1,30,2,6
2/1/2011,0,0,8,13,0,20,4,0,0,0,92,4,0,10,0,1,2,1,5,0,0,1,2,0,0,10,1,10,2,31,3,9,22,7,3,0,1,0,30,5,6,0,3,0,1,0,49,3,1,1,28,1,7
3/1/2011,0,0,8,12,0,21,5,0,0,0,84,4,1,10,0,1,2,1,4,0,0,1,2,0,0,10,1,9,2,30,3,9,20,7,3,0,1,0,29,5,6,0,3,0,1,0,42,2,1,1,25,1,7
4/1/2011,0,0,8,13,0,22,5,0,0,0,91,4,1,11,0,2,2,1,3,0,0,1,2,0,0,11,1,10,2,32,3,12,19,7,3,0,1,0,29,5,6,0,3,0,1,0,44,2,1,1,27,1,8
5/1/2011,0,0,7,13,0,21,5,0,0,0,84,5,1,10,0,2,2,1,3,0,0,1,2,0,0,10,1,10,2,28,3,10,20,7,3,0,1,0,29,5,6,0,2,0,2,0,41,1,1,1,26,1,9
6/1/2011,0,0,7,14,0,23,6,0,0,0,86,5,1,11,0,2,2,1,3,0,0,1,2,0,0,11,1,9,2,31,3,13,20,7,5,0,1,0,31,5,6,0,2,0,1,0,42,1,1,1,31,1,13
7/1/2011,0,0,8,12,0,24,6,0,0,0,87,6,1,11,0,2,3,1,3,0,0,1,2,0,0,11,1,10,2,37,3,41,20,8,6,0,1,0,35,5,7,0,2,0,3,0,45,1,1,1,33,2,12
8/1/2011,0,0,8,11,0,23,6,0,0,0,80,5,1,11,1,2,2,1,3,0,0,1,2,0,0,11,1,9,2,34,4,19,20,9,5,0,1,0,38,7,7,0,2,0,3,0,42,1,1,1,34,2,13
9/1/2011,0,0,8,11,0,25,5,0,0,0,74,5,1,9,1,2,2,1,3,0,0,1,2,0,0,11,1,11,2,34,3,13,18,7,4,0,1,0,39,11,7,0,2,0,2,0,37,1,1,1,27,2,14
10/1/2011,0,0,9,11,0,26,4,0,0,0,72,6,1,10,1,1,2,1,3,0,0,1,2,0,0,11,1,10,2,37,3,13,18,10,5,0,1,0,30,11,6,0,3,0,5,0,38,1,1,1,28,2,14
11/1/2011,0,0,9,12,0,24,4,0,0,0,78,5,1,13,1,1,2,1,2,0,0,1,2,0,0,9,1,9,2,37,3,13,35,9,5,0,1,0,23,9,6,0,2,0,3,0,36,1,1,1,33,2,14
12/1/2011,0,0,11,12,0,28,4,0,0,0,85,6,1,14,1,1,2,1,3,0,0,1,2,0,0,10,1,13,2,44,3,12,23,11,5,0,1,0,26,8,7,0,3,0,2,0,39,1,1,1,34,2,17
1/1/2012,0,0,9,10,0,27,5,0,0,0,84,5,1,11,1,1,2,1,3,0,0,1,2,0,0,14,1,12,2,39,3,11,19,9,4,0,1,0,25,7,7,0,2,0,3,0,32,1,1,1,32,2,15
2/1/2012,0,0,9,11,0,28,5,0,0,0,82,6,1,12,1,1,2,1,2,0,0,1,2,0,0,12,1,13,2,35,2,9,18,8,3,0,1,0,26,7,6,0,2,0,4,0,32,1,1,1,29,2,14
3/1/2012,0,0,9,11,0,27,6,0,0,0,75,6,1,10,1,1,2,1,2,0,0,1,2,0,0,14,1,12,2,34,3,9,16,8,4,0,1,0,22,7,6,0,2,0,6,0,31,1,1,1,27,2,14
4/1/2012,0,0,8,10,0,25,4,0,0,0,62,6,1,10,1,1,2,1,2,0,0,1,2,0,0,13,1,10,2,34,4,10,15,8,3,0,1,0,22,6,7,0,2,0,26,0,33,1,1,1,29,2,13
5/1/2012,0,0,8,9,0,24,5,0,0,0,55,5,1,10,1,1,2,1,2,0,0,1,2,0,0,12,1,9,2,34,7,9,16,9,3,0,1,0,20,5,6,0,2,0,52,0,26,1,1,1,27,2,11
6/1/2012,0,0,8,10,0,25,4,0,0,0,66,6,1,10,1,1,2,1,2,0,0,1,2,0,0,13,1,8,2,33,4,8,15,9,4,1,1,0,24,5,7,0,2,0,19,0,26,1,1,1,32,1,11
7/1/2012,0,0,9,8,0,27,5,0,0,0,71,6,1,11,1,2,2,1,2,0,0,1,2,0,0,13,1,8,2,34,5,9,15,27,4,1,1,0,27,5,7,0,2,0,15,0,27,1,1,1,34,2,10
8/1/2012,0,0,9,8,0,25,4,0,0,0,66,6,1,10,1,1,2,1,2,0,0,1,2,0,0,12,1,7,2,34,4,9,15,19,4,1,1,0,23,5,6,0,2,0,15,0,30,1,1,1,34,2,9
9/1/2012,0,0,9,8,0,23,4,0,0,0,56,6,1,9,1,1,2,0,2,0,0,1,2,0,0,23,1,7,2,32,4,8,13,12,3,1,1,0,21,5,5,0,2,0,13,0,33,1,2,1,29,2,10
10/1/2012,0,0,9,8,0,22,4,0,0,0,52,5,1,8,1,1,2,0,2,0,0,1,2,0,0,26,1,9,2,32,4,9,14,10,4,1,1,0,20,5,6,0,2,0,8,0,36,1,1,1,27,6,9
11/1/2012,0,0,9,8,0,21,3,0,0,0,52,5,1,9,1,1,2,1,2,0,0,1,2,0,0,13,2,12,2,34,3,8,24,10,4,1,1,0,19,6,5,0,2,0,6,0,29,1,1,1,32,8,10
